width_cm,length_cm,height_cm,num_computers,hours_per_day,lighting_type,has_ac,climate_factor,monthly_kwh,sustainability_score
752,1390,329,8,9.308919237768034,Fluorescent,1,Hot,1220.8780482745158,77.89974834174525
827,1038,291,25,7.253769238002217,Fluorescent,0,Warm,1051.261913614175,83.58323747048352
1111,1061,326,7,6.283898353828814,LED,1,Warm,587.7093385342673,98.94123899891166
1013,708,294,38,9.356228214371706,Fluorescent,0,Warm,1753.6127993287082,75.36688198763031
515,763,281,9,6.103635308291915,Other,0,Hot,289.66255710326095,84.75332372036961
607,1117,321,34,9.404451235098222,Other,1,Warm,1809.858802766226,80.3686388826354
411,1156,275,16,15.774836492131646,LED,0,Hot,1102.4469623388622,78.12455044718095
678,847,264,24,15.124011615091543,Fluorescent,1,Hot,2149.029183516822,56.64985543711158
763,820,289,25,5.115149732552679,Fluorescent,0,Cool,716.0535215719675,87.07974348281884
1199,660,275,16,13.38433705204463,Fluorescent,0,Warm,1237.4459874048132,80.62738243848925
1137,1008,273,37,6.728287601153186,Fluorescent,1,Cool,1338.213297331378,86.44595180507558
1169,1486,332,5,7.666291727896283,LED,0,Hot,343.62885126249375,93.80835138748168
579,1201,282,30,11.207132000327407,LED,1,Hot,2089.2222825664526,73.69193733348011
542,841,319,16,15.167142575726995,LED,1,Cool,1224.9984489293827,88.15078899412845
441,1177,341,39,12.09164567690858,LED,0,Warm,2412.830553687513,74.73613717066311
466,1347,266,18,4.971031396615026,LED,0,Warm,465.1217270391697,96.4286367696777
804,1174,325,31,12.33941306682954,Other,1,Hot,2514.1204626880335,73.60888218657705
1167,765,284,6,5.590296072902181,Other,1,Warm,493.5307860422322,93.10691744567058
688,663,273,5,11.27503525301173,Fluorescent,1,Cool,421.19031889475497,88.23537443906675
882,1436,265,29,11.995682630020477,Fluorescent,0,Warm,2074.7628738792946,79.63683786580346
881,891,280,38,10.07329065816101,LED,0,Cool,1831.1956845138732,88.33700330955017
411,1299,272,35,10.07370235408293,Fluorescent,1,Warm,1869.6357607507537,66.2505993376411
1057,1488,319,10,4.003990073445873,Other,1,Cool,502.2628886406264,97.99786902737452
1062,966,290,9,13.369139032821277,Fluorescent,1,Hot,1489.5085801123523,74.98678909057475
1177,844,261,15,13.051042532126356,Other,1,Cool,1158.082894279583,91.0667348270783
482,1404,280,13,13.392352488929792,Fluorescent,1,Warm,1271.4661901685204,78.57968732142518
893,1382,266,20,12.299416666831831,Fluorescent,1,Warm,1999.8642146219595,79.81601470006274
951,1284,311,33,11.48675003549966,Fluorescent,0,Hot,2269.9316437837056,73.04535056578054
523,921,309,39,8.413112210527476,LED,1,Cool,1660.771850712693,82.68380373176457
1140,1097,264,6,5.605644835353864,Fluorescent,0,Warm,370.49655755066993,89.75560771589456
804,745,338,25,13.12347787746562,Other,1,Hot,1999.3192418920037,70.24927147460343
464,512,344,30,6.894417491194497,Fluorescent,1,Hot,1046.1881882988168,59.39684862080084
612,1192,341,36,9.854248527116349,Other,0,Warm,1779.493780276648,82.69313716263143
1102,1416,311,30,5.526397152249395,LED,0,Hot,843.3710933318051,91.52429050593275
945,1063,341,39,8.510659421749232,Other,1,Cool,1682.1312237829522,90.17866746280427
420,1053,272,21,11.904305754489322,Fluorescent,0,Hot,1136.8827671801328,66.09837626821638
824,628,261,33,7.3524125672165965,Fluorescent,0,Hot,1200.6888253824327,67.21994493562644
631,1288,287,15,9.945425241531781,LED,1,Hot,1240.8363019112246,84.36059435572356
1175,1454,345,12,6.72357633238437,LED,0,Warm,532.0628297153951,100.0
572,966,328,36,15.859303252001576,Fluorescent,1,Hot,3283.2684417829937,48.768243490084124
486,600,267,17,4.4562621788494585,Other,1,Hot,561.785192777676,75.56883132766973
834,907,283,21,15.478016779593762,LED,1,Hot,2172.41792364578,74.70385299845697
676,731,317,35,7.558426975451862,Other,1,Warm,1482.6410859211119,78.07034532650921
790,998,287,9,10.595392524627094,Other,1,Hot,1020.6844898543922,80.97843294002647
751,1019,323,14,4.251339532370954,LED,0,Cool,353.4774916572779,100.0
728,1461,338,7,5.456637017912877,Other,1,Cool,374.1457274464722,97.91851881138355
781,1335,337,29,10.3636255989899,Other,0,Warm,1559.923991617386,88.1208532716966
887,1269,272,36,12.976878153154384,LED,0,Warm,2429.0488390584405,86.1323688473015
687,787,270,14,8.05921007193398,LED,1,Cool,573.8976403053862,97.13734534088
523,1484,281,34,15.139810394182923,LED,1,Cool,2289.566046909337,84.00377287594844
571,787,310,25,7.430881470869922,Fluorescent,1,Warm,1059.878088745433,76.7835488839074
896,1279,306,22,11.6328491647579,Fluorescent,0,Cool,1572.212027016917,86.03312471952684
1060,1137,267,11,6.16713517810361,Other,1,Hot,1126.1397581610797,83.00085975469206
1061,734,348,26,10.474674645946061,Other,0,Cool,1395.4135033906691,89.70225272597884
1180,965,261,33,12.22357619339048,LED,0,Hot,1902.9416637960146,82.19423161657416
443,960,281,37,10.10032656299536,Fluorescent,0,Warm,1806.9708789368217,61.75874083648601
1102,1129,278,27,12.266623624601088,Other,0,Cool,1887.183589855249,89.08751110496347
527,728,267,20,13.74102660238852,Fluorescent,1,Warm,1553.8532626064566,61.662014195799614
660,1014,324,8,5.19013719504659,Fluorescent,0,Warm,327.0985138775077,88.98295584711987
890,972,269,25,12.796855552356098,Fluorescent,0,Cool,1734.2993956830217,80.0945354201247
630,1230,286,6,8.264614824228874,Fluorescent,1,Hot,845.3060767164159,77.3716204597894
997,733,349,16,12.948805392774785,Fluorescent,1,Hot,1728.0096324561962,71.44961624726342
413,1132,293,24,7.923179396056949,Fluorescent,1,Warm,1054.5293190178004,76.60340961968281
610,600,317,8,8.624510596568342,LED,1,Warm,427.3907742907346,94.6325908139709
531,519,269,28,6.606509172294526,LED,0,Warm,876.6632789679311,78.34904660724082
804,701,297,8,6.175831359106063,Other,1,Hot,583.5158335879904,83.02808434152156
419,772,330,8,10.121316549985902,Fluorescent,1,Cool,469.0349992681258,86.2120013132651
1097,554,263,28,12.117615246716348,Other,1,Warm,1877.480537190758,73.50728021981507
993,1414,290,23,9.979068187161444,LED,0,Hot,1312.3617604209148,88.55405037417256
516,1426,323,23,9.282387975465888,Other,1,Warm,1259.0033903843723,86.40538581959754
1139,849,314,37,5.063205156155407,LED,1,Cool,1011.7920593844987,98.3356131315028
1162,802,334,37,9.054976639528864,Other,0,Hot,1593.4196007520022,79.7615741894812
659,1159,306,31,12.230935252598364,Fluorescent,0,Hot,2016.6406418989895,67.74288337862623
537,549,262,17,12.403023513334253,LED,0,Warm,934.5920068154429,77.80062572423142
653,1129,329,21,15.155403074508211,Fluorescent,0,Hot,1731.0224617481297,70.72652634340798
980,848,323,24,13.631719717548524,Fluorescent,0,Cool,1859.9876432815224,81.14151984069555
473,1203,264,10,11.574047751480476,Fluorescent,1,Hot,1030.801547070251,71.27620056743258
1011,1337,300,35,15.071476697053477,Fluorescent,0,Cool,3006.7084133667076,80.17080790749914
947,1224,289,28,4.684656653815052,LED,1,Hot,1256.0513527031537,87.50091715106521
562,1450,273,14,7.263396713543572,Other,1,Cool,619.6028189728428,94.42972783039657
581,1490,348,17,7.217668241146161,Fluorescent,1,Warm,955.6032185938141,85.65595938424366
1018,1095,341,25,10.389048187302606,Other,1,Cool,1500.780327762629,92.10356894495932
918,569,274,22,12.789384782057077,Fluorescent,0,Cool,1388.6063082915146,75.59544806031082
598,1416,301,30,9.025519828889937,LED,1,Hot,1802.6988494451691,80.85437162857076
541,812,296,25,7.078360749330974,Fluorescent,0,Warm,840.2090533868383,79.07673210857534
704,1414,348,25,11.302327272357598,LED,1,Hot,2033.8993615029292,83.25756558778417
844,924,292,8,9.015879206445812,LED,1,Warm,625.3472308850218,96.50770371512017
688,1092,283,38,8.847734515918578,Other,1,Hot,2016.840379943954,71.02839772313769
442,1180,298,26,10.586063880640705,Fluorescent,1,Cool,1339.4751550574485,77.76369709846392
1009,1076,333,25,5.691515530261231,Other,0,Warm,818.6035363489207,92.47148363994553
421,611,316,6,5.170750122871597,LED,1,Hot,299.8078506846167,87.6232917404679
1078,585,335,28,13.443641619011995,LED,0,Hot,1922.981013096904,76.79521484819938
693,1455,318,14,15.736741815682343,Fluorescent,1,Hot,2010.564219787739,72.45921861116179
431,890,280,24,10.538173109014188,Fluorescent,0,Cool,1351.1621764449467,69.83991135541022
467,1377,345,19,6.45857528980855,LED,0,Warm,603.4311927691765,96.56013858426653
1079,557,287,30,10.695768865391678,Fluorescent,0,Cool,1678.628063917752,75.53627595372927
465,1420,262,12,7.389170784238141,LED,0,Warm,502.058039815773,96.19581384108574
1078,935,282,29,8.768576685823799,Fluorescent,1,Hot,1908.4799681054164,71.57117168579816
826,1414,328,15,6.445197509532269,Other,1,Hot,1132.3224990653484,84.08851173314778
875,796,295,25,7.748189222626163,Other,0,Warm,1011.2345477574964,87.15674451913323
958,1410,307,22,5.895457874024176,Other,0,Warm,816.3927480190374,93.06263082732299
1174,1347,262,7,14.766236091575427,Other,1,Warm,1451.2035218405592,89.99478715417887
439,985,292,32,6.424188020829879,LED,1,Cool,945.2893521257365,90.02691950186525
659,1489,329,23,14.588996420888066,Fluorescent,1,Cool,2040.6241144449532,82.3579646652538
923,1406,305,20,15.860991872944918,Fluorescent,0,Hot,1936.8406426204529,75.21328312969257
1069,768,293,8,15.96493788497994,Fluorescent,1,Cool,1015.1238078230115,86.55999967156181
905,1234,318,31,12.242331972100349,Fluorescent,1,Cool,2130.113643053326,83.0038493590634
1044,726,320,32,14.298124637885968,LED,1,Cool,2330.2908770309,85.7844405636259
771,985,309,10,12.522913583479738,Other,0,Hot,779.7575997161017,83.35430319192028
763,1375,332,25,7.0518637741398,Other,0,Cool,875.9752887709619,94.97013266206658
530,1087,289,30,6.932079289437594,Fluorescent,0,Cool,1024.0568629885838,82.69870561906
945,540,310,22,12.985916043559678,Other,0,Cool,1563.1834373365402,80.23700875087343
678,675,281,21,14.09737063701712,Other,0,Hot,1517.0595733722034,66.4064743042115
688,1223,275,38,7.901248185180387,LED,0,Warm,1449.0827422767647,89.47506182353409
647,655,306,10,14.268847106869437,LED,0,Warm,754.2984890633442,90.3666116448809
1039,690,326,8,14.396638171016104,LED,0,Hot,657.1126093106236,89.37674784660254
542,690,280,39,13.157863495106673,Fluorescent,0,Cool,2635.9256666056444,44.654953538278505
859,900,298,13,13.461368119039584,Other,0,Cool,1010.5138205603148,91.22756182891058
606,709,265,31,10.725287571765278,LED,1,Cool,1580.5277564599523,77.2369363033765
949,641,331,39,8.953133551192312,Other,1,Cool,1653.7738192933314,83.57316585299262
906,1095,284,28,4.32610019309013,LED,1,Cool,712.6645583221817,99.9411185750737
683,1479,304,11,11.456133967042355,LED,1,Hot,1343.0469849010553,86.25300777306832
472,1262,278,18,6.621318194599685,LED,0,Warm,544.8654080688036,95.41928499610901
1053,702,312,39,6.716217932097831,Fluorescent,1,Hot,1772.4214281764832,69.62989231466719
733,721,300,8,4.773895254990011,Other,0,Warm,233.10893403786986,94.0594510045498
1031,626,314,20,6.874122038914457,Other,0,Hot,678.9878236194413,83.2991586570823
831,1169,271,39,7.21332010586001,LED,1,Warm,1632.5380534208357,89.59752149464975
1060,824,307,24,6.642703616527781,Other,0,Cool,916.3332891025226,93.16541723002236
1083,1428,332,13,12.030403155256941,Fluorescent,1,Warm,1686.4475146851667,85.43086665475512
830,923,335,16,9.573198834706513,Other,0,Warm,981.5587974792186,89.35069962763646
926,1372,278,30,5.977896104161145,Other,1,Cool,1142.5406983108462,93.5301862189526
578,631,314,11,5.580321261664462,LED,1,Hot,499.1286970833185,86.28322793037381
1171,905,335,7,11.82669111454567,LED,0,Cool,563.9947673055312,100.0
760,1268,331,27,8.883662915611167,Fluorescent,1,Warm,1610.7005658986466,81.90086989113078
613,1164,341,21,4.477191579862835,Other,1,Warm,725.2033193779072,91.0389612483957
866,879,324,33,9.675656153146122,Other,1,Cool,1676.368283744914,86.40598784468524
823,641,294,24,6.483910941261121,Other,0,Hot,774.3387840424128,80.01482196560522
701,1380,321,12,4.440656350009854,Other,0,Warm,379.2283500420182,94.5575332772998
1001,1306,344,13,13.800186105408617,Fluorescent,0,Warm,1405.8368437392576,85.74785243719538
1188,1318,318,17,12.10504249056507,Fluorescent,1,Warm,1816.638111280592,84.70308233684018
893,1158,270,17,15.153120333677368,Fluorescent,0,Warm,1599.19918835649,80.54463915876914
418,831,331,12,12.051316056910094,Fluorescent,1,Hot,909.7785809102764,69.17439199245257
508,767,320,37,13.885484610655537,Fluorescent,1,Cool,2515.711106146629,54.64645357868259
1057,1461,327,34,13.60425854828088,Other,1,Cool,2595.9901614993933,89.71841472309504
819,1093,278,32,10.595003880665724,LED,0,Cool,1650.8308283901038,91.73266465387472
1154,1154,300,6,12.022871760674969,Fluorescent,0,Hot,839.4766681448791,80.7975190498831
504,701,325,15,11.184308827829168,Other,1,Cool,821.2946821379745,85.69469601009591
1112,876,298,32,6.062181775925135,Other,0,Hot,1015.0251804766272,83.00670812658073
853,1166,261,33,4.797326132269299,Other,1,Hot,1313.0641328411004,79.8835568527307
480,1436,271,39,9.3862368600965,LED,1,Warm,1920.1240871437292,81.44136277028868
710,1312,338,30,14.92161564138561,Other,1,Hot,2769.7584570763024,72.40606396394121
678,907,297,32,8.64871102802391,LED,1,Hot,1708.5121438366293,76.29082507776594
506,1157,295,39,4.931375736777291,Fluorescent,1,Cool,1062.196614169126,82.69932294331838
429,687,291,7,9.401480334183187,Other,0,Cool,365.0302574231456,91.48760354607428
571,1346,300,27,7.8264018198536665,Other,1,Cool,1036.6247901256952,91.00814772684285
517,1111,292,28,8.494634644241456,LED,1,Hot,1538.811951890281,76.65033698593551
839,1167,296,11,5.711129728982905,Fluorescent,0,Warm,451.87277943487726,88.8816730493405
547,1286,288,14,11.74986863543781,Other,0,Warm,975.2000147232801,87.37273531511167
818,926,270,9,10.373024138622913,Other,0,Hot,616.9552926243015,83.96669007189155
885,1332,290,8,6.008316797663536,Other,1,Cool,483.4776233426149,97.17146940428087
833,1336,289,28,10.0654614149254,LED,1,Hot,2026.830652013887,82.39629710939623
554,929,323,31,5.9202992375583285,Fluorescent,1,Warm,1063.3646741003129,79.20665171661226
661,1326,274,34,5.560573390133664,LED,0,Cool,910.4212019234799,97.4181216436793
523,1368,294,27,9.329532557989019,Other,1,Cool,1408.2361117944806,86.61031513087933
1185,700,288,17,11.282528098923159,LED,0,Cool,1002.5778815546207,96.60657456336966
1073,864,345,27,9.285296203749088,Other,0,Warm,1361.2700906585023,88.48780157807418
953,853,291,25,8.10937574601656,Fluorescent,1,Warm,1176.0024822869866,82.0573234061921
1003,1458,283,39,5.806257899960963,LED,1,Warm,1557.734098440626,94.47202046552385
538,1495,310,21,12.814935077456958,Other,1,Hot,1793.4834340593154,75.61392887705138
1063,1261,278,25,5.775809768390017,Other,0,Cool,792.1908361656092,95.74826035223172
916,1156,295,23,5.5884685484196694,LED,0,Hot,729.774398484888,90.32756470836087
1084,1058,271,25,12.950320463524143,LED,0,Warm,1810.872885038082,90.34710801612002
886,975,264,21,12.169070715525827,Fluorescent,1,Warm,1628.8829188538928,77.7150869797656
981,1028,278,30,15.771848537952222,Other,1,Warm,2747.8194844185396,77.39750839945943
1147,1319,329,15,6.438677093033047,Fluorescent,0,Hot,705.1940188092165,82.16642635575482
1114,1203,340,18,9.471751309119243,LED,1,Warm,1367.1606927266314,95.9990525467291
1003,1446,306,8,13.679072107915324,LED,1,Hot,1586.0448197876228,87.85248954955065
515,1440,340,21,14.163626250484725,Other,1,Hot,1990.2471156498107,74.21340888024454
546,1074,297,7,9.379828664433067,Other,1,Cool,516.6323745760955,94.06722005750078
686,1219,281,33,4.36659348512056,LED,1,Hot,1186.5657223331136,84.90078419166866
965,1405,301,25,8.304586305004161,LED,0,Cool,1068.59099392835,99.76313507649883
1095,785,316,34,4.106359421361627,Fluorescent,0,Cool,816.7590446253735,88.98614310335603
418,869,267,30,13.941631593389404,Fluorescent,1,Warm,2198.128456113582,46.67104108628765
400,1410,296,17,13.04113506708363,LED,0,Warm,1136.5704629319919,88.38381178201084
587,627,332,5,14.151057276132786,Other,1,Cool,447.6280621416338,92.67338155730715
664,1301,305,18,8.89051637238917,LED,1,Hot,1315.6087413935238,85.01354082758986
813,1490,334,39,10.589564035326072,Other,0,Hot,2285.1345226651097,78.7041611931287
689,544,320,23,10.270919192040942,Other,1,Cool,1288.6723103479685,78.51158451166759
927,565,299,21,10.007491216845015,Fluorescent,0,Warm,1139.3079474662588,77.44970654931676
587,821,325,30,8.834479391591646,LED,1,Cool,1345.6931743869238,87.81650796602392
510,1426,293,7,13.641792919562615,Fluorescent,1,Hot,1111.3944604951014,74.56864077421174
426,1129,312,5,10.587765393299701,Fluorescent,1,Warm,524.1638867235285,85.01383310068236
1069,936,272,25,6.575536879105634,LED,1,Cool,965.0162798895007,97.9084335344519
430,836,314,27,14.403201620222603,Fluorescent,0,Hot,1859.7267522656725,52.048533085198216
473,509,331,24,12.19140665468083,Fluorescent,1,Cool,1476.4446364074383,57.94556076110142
452,907,338,26,10.759467171445777,Fluorescent,0,Cool,1323.468220586373,75.89790102819285
659,704,318,27,12.647861743397359,Fluorescent,1,Hot,1853.0307801674605,59.87954882511093
689,1349,334,16,8.829359649204028,LED,1,Warm,965.9651791749682,95.7767989944815
840,1490,285,22,7.314034693850793,Other,1,Cool,1002.1829457547723,94.3809022233729
1175,1436,265,9,15.285382068834071,Fluorescent,0,Cool,1403.5961204942269,88.72181694548631
556,1167,270,5,5.5591590944284155,Other,0,Hot,230.20208114779473,87.37197295978933
851,1111,341,19,15.31580580179251,Other,0,Warm,1672.744331703785,86.6232449622527
482,676,329,16,12.101680733796016,Fluorescent,0,Cool,1026.135208445519,75.85545924676421
1128,1131,314,14,5.66939018669305,LED,0,Warm,474.6076419095733,99.63046368078757
1124,1416,272,37,7.341272899005215,LED,0,Hot,1424.2974272821284,88.41990419569191
1192,1105,332,25,9.704879294200884,LED,0,Cool,1231.9451815810664,99.36563779985075
1122,1151,296,21,8.32060559081174,Other,1,Warm,1354.16416925554,89.91497442325183
952,854,306,22,11.613089743439003,Other,1,Hot,1869.886084224089,74.96758005497209
626,735,330,17,8.998053182846547,Other,1,Hot,1053.1009312323017,76.12846952629506
927,1148,332,15,12.765956331505482,Fluorescent,0,Warm,1288.335543372807,84.70711646144353
499,1120,346,38,8.736812246137937,LED,1,Warm,1713.1333904973574,84.28151813021834
837,564,280,39,12.00239992661106,Other,1,Warm,2315.663446560852,61.9617148594686
448,617,313,14,10.525668734394849,Other,0,Warm,743.8789501245803,79.804106388228
924,1176,283,6,4.231931571011213,Other,0,Warm,262.14140015892343,95.29509618744255
797,637,294,29,12.834405100729144,Fluorescent,1,Cool,1963.4630496459183,68.69079989089794
935,1040,302,29,15.56199089065106,LED,1,Warm,2456.885407110984,85.26741640733937
587,1357,324,24,9.459026674091046,LED,0,Hot,1085.4745878764193,86.58824340822181
1003,1197,335,31,10.904264839018673,Other,1,Warm,2047.1191824703324,86.82034093248711
1081,1198,306,34,8.41280380966132,Other,0,Warm,1528.4303875253834,89.28614056503582
1135,1000,284,37,12.868318693455503,Other,0,Warm,2332.579896326602,82.52720793989823
918,1255,316,16,4.016243508585617,Other,1,Hot,1130.4487692247642,83.78977419669786
1046,727,310,13,10.563559016456658,LED,0,Warm,688.5631896800987,96.15820909520194
1175,724,346,29,7.493730973422148,LED,1,Hot,1496.7671736904124,84.82974800289995
1015,694,288,33,6.959243619736295,LED,0,Cool,1084.977209664437,94.30372374610945
811,704,338,27,12.059707378552357,LED,1,Warm,1718.492037605893,84.18986110985244
1030,1144,315,36,11.81148802141687,Other,0,Warm,2250.34346915106,84.87435073475037
730,642,291,32,13.323136123926705,Fluorescent,1,Warm,2291.810732535641,58.390823811990685
598,861,316,30,14.16633326840298,Fluorescent,1,Hot,2304.956774153228,56.66642580644731
906,800,342,15,15.779839886229375,Other,0,Hot,1400.1471550195379,78.7030973253397
811,1470,324,28,12.69977403908863,Other,1,Cool,2041.2358368732926,89.43085196300257
968,1058,290,30,5.7676365313476445,Fluorescent,0,Hot,910.538904655339,78.86846121952046
821,1422,274,36,10.007242853856491,Other,1,Warm,2164.7598027594454,83.46536979918866
676,1057,328,10,7.296445780574704,Fluorescent,0,Warm,480.37416928442354,87.90065834935362
1113,801,272,35,4.526799311716061,LED,0,Warm,847.6547168259663,95.00878924841346
917,592,267,37,5.643988756644056,Fluorescent,1,Cool,1070.555860110453,80.22807734616045
1067,991,329,20,11.638463761040253,Other,0,Warm,1355.2343621898347,89.20869100155151
651,1059,315,30,10.270476600784638,Other,1,Hot,1907.74976381504,72.43031797799077
673,518,346,22,15.774134041147533,Fluorescent,0,Hot,1598.065510662202,58.502576218966624
659,1119,288,38,12.379733886730873,Other,0,Hot,2397.46734105504,67.42255949135343
646,1019,272,12,13.277068500369595,Other,1,Hot,1274.3860646391724,75.76506778422711
894,1105,324,21,5.952396925702791,Fluorescent,0,Warm,795.2540081035686,87.0307476098434
485,543,268,14,13.413050296041012,Fluorescent,0,Cool,967.9032922466555,67.57253935804104
911,655,301,25,6.664910448319847,Fluorescent,1,Cool,944.8360768121306,84.47892077856766
855,1443,281,31,4.350037163743174,LED,0,Cool,701.641951808857,100.0
850,1375,272,14,14.81659715970322,LED,1,Cool,1262.8692904525421,97.05492739570593
1000,1104,330,7,8.70949823475376,Other,0,Hot,520.6491410241445,87.14180313447439
1028,1105,294,39,15.411143134030581,Fluorescent,0,Hot,2928.4084019343,67.46285403155994
673,1184,343,31,8.987246750888026,Fluorescent,0,Cool,1542.5404461096985,83.71229451931619
513,1268,317,30,15.018869040105244,LED,0,Hot,2175.6418774829854,73.89810175723184
1114,540,264,5,6.102661265269928,Fluorescent,0,Warm,235.64108580191328,89.03244939669595
753,1248,300,33,9.176567785288896,Fluorescent,0,Warm,1661.299694595809,80.21452300061996
1060,598,335,30,14.075915868505483,Other,1,Hot,2665.7528898593705,64.89281468728136
508,1199,330,11,14.150194605519612,Fluorescent,0,Hot,1027.0989025844474,74.78012872629236
1190,1373,343,19,10.534069228590736,LED,1,Warm,1509.4950559797787,96.61296159239672
508,720,267,23,11.125629769715387,LED,1,Hot,1416.551634823952,65.98951862124542
874,1335,274,39,10.083045255542014,Other,1,Warm,2295.049097929229,82.64250362399085
1106,866,283,31,14.029911134926191,Fluorescent,1,Hot,3055.3153917398795,62.456227710330026
935,1035,263,7,10.18791287027744,Other,1,Cool,582.6340154491397,95.42155372283696
832,970,312,27,15.172119650623598,LED,0,Warm,2123.672965712358,85.13182959736088
1080,1324,319,10,4.6556130400116675,LED,1,Warm,606.167119137653,99.34221438287425
1049,1179,266,25,7.6473101470603275,Other,0,Hot,1124.248299661604,83.16527090763142
1150,668,328,17,9.07155036416331,Other,0,Warm,811.7555150532522,90.55671862753879
705,1041,321,29,7.033763273070407,LED,0,Warm,964.651301216955,93.81053613055842
895,878,306,20,13.050979116184969,Fluorescent,0,Warm,1454.3763195425156,79.90327486452291
612,809,280,12,11.932171050967844,LED,0,Warm,736.079646081094,91.38067702860366
601,531,318,38,13.367580609106685,Fluorescent,0,Warm,2316.285497514338,46.351556828699685
920,1476,270,36,4.5090675784827,LED,1,Hot,1637.5378919201562,86.06728650397692
835,610,284,25,10.721100369320746,Fluorescent,0,Warm,1266.9905057164597,74.48263796973414
1152,1332,322,29,6.065070751543113,LED,1,Cool,1020.672434708806,100.0
593,603,274,36,5.178819906268966,LED,1,Cool,912.6274049064933,86.37051139908395
597,500,282,21,4.370294851696869,Other,1,Cool,489.09426091347535,88.37938484589674
644,1014,340,16,12.052663406318974,LED,0,Warm,930.9458644257113,93.61406130373427
508,682,323,5,7.743808243917021,Fluorescent,0,Hot,271.169817709801,80.15358348910551
527,951,277,23,13.386055157094955,Fluorescent,1,Hot,1542.8298723246867,62.77319017999591
818,987,337,37,15.643085316712686,LED,0,Cool,2581.9707190044164,86.02066675826822
714,1424,342,10,10.557163792934167,Fluorescent,0,Cool,782.8586438058272,90.49723750903806
567,838,324,9,12.621447367870601,Other,1,Cool,675.4731208760331,91.22461903098954
882,1158,335,20,5.580580342949123,Fluorescent,0,Warm,695.3251318995796,87.93560441480648
857,588,279,35,7.717454310509191,LED,0,Cool,1318.0021105049677,86.2507564695247
712,1496,331,11,7.75435793026156,Fluorescent,1,Cool,681.9039698229142,91.13175802262184
774,950,275,23,11.535920591249177,LED,1,Hot,1661.3232138057176,78.56813457655412
512,511,312,15,6.29713216599451,Other,0,Hot,453.0680832706815,78.8993602270805
539,900,265,37,9.16648251408628,Other,0,Hot,1654.5465730465173,64.25861894965804
458,532,321,23,12.130491346042408,LED,1,Warm,1422.7108343413227,65.6198494659975
849,1489,306,8,15.784594444191551,LED,1,Cool,976.4720750319691,99.95145758724914
614,1025,346,23,13.423225738192182,Other,1,Cool,1699.5017082434501,84.39070581360942
876,1259,279,33,7.903046871094624,Other,0,Hot,1380.9031023808789,81.02448945630525
601,516,325,10,10.573416332599834,Fluorescent,0,Hot,566.5007360594467,73.7585343040977
811,817,300,9,6.277783635665871,Other,0,Warm,330.23701630423477,93.67729655321506
1088,703,330,7,6.463995264481598,Fluorescent,0,Hot,358.52787070243284,82.1591077811541
744,1302,339,6,7.449539978767001,Fluorescent,1,Warm,656.8484384795036,87.99952510361669
838,794,288,24,7.567489483688004,Other,0,Warm,941.386271428897,87.17481249180808
547,607,278,24,5.105143038794829,LED,1,Cool,662.6529535918636,90.64195466084985
533,1218,286,14,9.408237699266957,Other,0,Hot,767.8071555467693,81.72931233495785
751,1059,329,6,14.393147603340298,Other,1,Cool,730.6681991018944,94.41506135322965
647,1289,289,29,4.605867332948895,LED,1,Hot,1145.6582384345363,85.4932945685824
848,1380,304,8,15.23520567295863,Fluorescent,0,Hot,1121.321189473135,78.69606825212004
1049,919,332,36,12.069525976300346,Fluorescent,1,Hot,2834.362715742663,67.28845940512197
575,665,276,14,4.099839306726304,LED,0,Cool,280.0531062728344,99.6927222352131
906,840,284,32,14.33583550978109,Other,1,Cool,2355.1530679078346,78.20668429351093
1043,1104,332,31,4.108649938964452,Fluorescent,0,Cool,848.6922822951868,90.55994057153629
776,540,301,24,6.448295988862944,LED,0,Warm,787.850323987043,89.50743157295709
438,868,282,36,14.938255519903798,Fluorescent,1,Hot,2785.3135601988834,33.040956797647596
765,568,302,38,4.750315548914148,Fluorescent,1,Cool,905.4911959464238,81.19941444184091
460,1445,326,37,12.074460023176957,Other,0,Warm,2247.9470555882617,76.25216453948724
674,663,318,17,13.44123404028553,Fluorescent,0,Hot,1235.788689404754,67.60703324917759
786,1469,324,31,10.257388290002561,Fluorescent,1,Cool,1838.322527899503,85.17206324661704
472,1008,265,29,8.003281468348519,Fluorescent,1,Warm,1233.4175528169933,72.43446554812867
1195,1364,313,13,4.420094977681668,Other,1,Warm,865.8961567473721,93.60555173025557
969,862,319,19,4.768076159303451,Fluorescent,0,Warm,596.0389668623551,87.52613450571604
462,1161,270,17,7.612552934011756,Other,1,Warm,781.1604185162491,86.21221541645556
487,1335,338,5,13.173288736906052,Other,1,Cool,541.067550946638,95.07558599743737
1153,620,260,25,5.925551371254717,Other,1,Cool,844.5630875105269,90.91201195381423
1020,802,343,23,5.325182360933232,Fluorescent,0,Hot,710.2782263361643,79.93721089193664
468,628,327,16,6.999483356771455,Fluorescent,1,Cool,669.3244828795822,81.0712078636761
676,560,322,28,13.471514179836227,LED,1,Hot,2101.449170119216,60.520711862028065
710,1313,291,36,13.436292796737778,Fluorescent,1,Warm,2583.7744699340665,72.95115997446564
713,1306,339,37,7.823307553163286,Other,1,Cool,1644.377883437489,89.58164341827349
536,505,294,26,10.259192752136299,Other,1,Warm,1350.8708460202538,63.049957174617575
